,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
343,N/A,N/A,wm,N/A,N/A,N/A,N/A,N/A,199.44,26.574683544303795,N/A,6.57,10.87,17.56,6.73,25.60,36.48,44299439400.0,58020000000.0,24.53,3.75,3.75,13.40,15460000000.0,5970000000.0,4330000000.0,1680000000.0,3.95,4.90,0.90,3870000000.0,7.41,13450000000.0,1.84,15.98,3750000000.0,0.75,0.16,80.14,3880000.0,1.7,0.92,5200000.0,104.97,422020000.0,N/A
344,N/A,N/A,wmb,N/A,N/A,N/A,N/A,N/A,147.30,173.45454545454544,N/A,1.88,1.71,30.66,3.41,4700000000.0,6.65,23086799999.999996,48160000000.0,17.67,10.36,5.98,11.47,8199999999.999999,4700000000.0,4200000000.0,0.11,0.11,58.52,58.52,3690000000.0,0.33,22480000000.0,0.74,10.16,3700000000.0,1.82,0.14,89.92,19360000.0,1.94,1.79,21280000.0,19.08,1210000000.0,N/A
345,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,103.34,22.663498098859314,N/A,4.95,2.81,4.24,6.06,20.63,188.23,337364300000.0,405120000000.0,21.95,4.24,0.76,11.85,523960000000.00006,129360000000.00002,34189999999.999996,15030000000.0,5.26,5.30,8.60,25250000000.0,5.27,76590000000.0,0.77,24.10,28710000000.0,0.31,50.91,30.95,14040000.0,1.4,1.01,15320000.0,119.21,2830000000.0,N/A
346,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,92.28,45.38775510204081,N/A,2.05,5.47,9.99,2.41,4.30,8.90,16595710399.999998,22600000000.0,37.07,21.18,3.40,19.26,6550000000.0,1140000000.0,1170000000.0,0.49,0.49,5.20,5.20,1110000000.0,1.95,7460000000.0,1.37,10.83,1070000000.0000001,1.87,0.27,79.18,8330000.0,1.37,1.31,7640000.0,22.24,746210000.0,N/A
347,N/A,N/A,wynn,N/A,N/A,N/A,N/A,N/A,55.41,148.69230769230768,N/A,6.67,96400000.0,7.10,1.91,4780000000.0,55.41,8340508399.999999,16680000000.0,148.69,2.82,2.82,15.54,6610000000.0,4780000000.0,1070000000.0000001,0.52,0.52,67.98,67.98,901070000.0,26.89,11530000000.0,1.81,11.59,460710000.0,2.5,9.71,79.20,9680000.0,1.51,10.29,10760000.0,77.32,107870000.0,N/A
348,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,133.33,17.675,N/A,0.32,169270000.0,N/A,6.15,6.15,71.40,1558086600.0,4820000000.0,169270000.0,0.40,0.40,16.75,12940000000.0,13060000000.0,4970000000.0,0.40,0.40,6.15,6.15,1310000000.0,7.92,4970000000.0,1.69,21.86,6.15,2.58,1.51,69.47,52790000.0,4.38,31.35,52100000.0,7.07,220380000.0,N/A
349,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,159.34,24.74903474903475,N/A,2.53,12.07,18.31,2.59,10.55,21.46,33654422999.999996,54590000000.0,21.73,3.87,4.88,14.32,11530000000.0,4660000000.0,3810000000.0,1350000000.0,2.59,41.58,41.58,3260000000.0,0.51,21200000000.0,0.51,25.34,3140000000.0,0.28,0.18,81.12,13930000.0,4.83,2.66,11880000.0,64.10,525030000.0,N/A
350,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,56.58,30.63987138263666,N/A,10.04,25.07,26.07,10.47,30.63,12.56,23173575100.0,22280000000.0,28.11,4.77,7.04,22.69,3160000000.0,2140000000.0000002,981980000.0,792720000.0,3.11,67.58,67.58,1190000000.0,9.3,1310000000.0,2.68,9.49,1190000000.0,0.96,0.18,83.64,7650000.0,3.01,4.06,7820000.0,95.29,243190000.0,N/A
351,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,31.58,16.57142857142857,N/A,1.02,4.57,3.48,1.52,6.00,58.33,186458400000.0,241240000000.0,29.78,0.97,0.97,8.54,255580000000.0,77150000000.0,28250000000.0,11380000000.0,2.66,29.72,29.72,29720000000.0,2.7,59610000000.0,0.78,43.06,27650000000.0,1.34,0.08,56.77,59080000.0,2.33,1.40,59700000.0,44.08,4230000000.0000005,N/A
352,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,33.92,116.26315789473684,N/A,2.07,2.12,13.45,3.99,1.71,17.79,9678954400.0,11040000000.0,19.72,3.26,2.79,12.96,4030000000.0000005,2190000000.0,851400000.0,83800000.0,0.38,54.54,54.54,632800000.0,1.08,1590000000.0,2.03,21.39,592800000.0,1.06,0.36,95.95,5010000.0,2.15,2.60,6030000.0,44.18,219080000.0,N/A
353,N/A,N/A,xrx,N/A,N/A,N/A,N/A,N/A,82.58,2.945692883895131,N/A,0.62,13.93,11.35,4.20,10.36,40.12,3349546200.0,5580000000.0,6.12,0.64,0.64,4.15,9070000000.0,3650000000.0,1350000000.0,5.34,5.34,39.85,39.85,1330000000.0,12.31,4640000000.0,1.77,25.34,1280000000.0,1.61,4.39,89.19,6240000.0,1.32,3.95,6660000.0,15.73,212940000.0,N/A
354,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,90.25,32.87437185929648,N/A,4.19,7.01,12.31,5.25,12.79,28.51,11770366400.0,13590000000.0,25.86,3.88,2.65,15.28,5250000000.0,2049999999.9999998,2550000000.0,1.99,1.99,38.68,38.68,1130000000.0,4.11,2550000000.0,1.55,15.63,38.68,1.03,0.99,94.07,4730000.0,3.83,2.98,5140000.0,65.42,179920000.0,N/A
355,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,18.41,24.111420612813372,N/A,1120000000.0,19.89,33.77,21.85,2830000000.0,18.41,26053694400.0,36550000000.0,22.84,5.92,6.52,18.22,5600000000.0,2830000000.0,2009999999.9999998,1120000000.0,3.59,0.70,0.70,1310000000.0,3.83,11650000000.0,1.33,1120000000.0,1250000000.0,0.88,0.19,78.67,3880000.0,1.17,1.29,4870000.0,86.56,300990000.0,N/A
